,Scaled,N,Dimensions,K,Mean,Variance,abs_deviation_data,abs_deviation_eigv,rel_deviation_data,rel_deviation_eigv,time_16,time_32
25,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
